"","Zona","pobtotn","p_60ymasn","p_65_masn","p_15ymasn","pob_014n","pob15_64n","pob65_masn","ienv","pob15a59","apoypot","pobmen15","indepdem","reladep"
"1",35,1919,30,12,1076,704,1064,12,0.0142348754448399,1046,34.8666666666667,704,0.672932330827068,0.0286806883365201
