"","colonia","pobtotn","p_60ymasn","p_65_masn","p_15ymasn","pob_014n","pob15_64n","pob65_masn","ienv","pob15a59","apoypot","pobmen15","indepdem","reladep"
"1","La Perla",2587,19,9,1539,1021,1515,9,0.00858778625954199,1520,80,1021,0.67986798679868,0.0125
