"","colonia","pobtotn","p_60ymasn","p_65_masn","p_15ymasn","pob_014n","pob15_64n","pob65_masn","ienv","pob15a59","apoypot","pobmen15","indepdem","reladep"
"1","Ejido La Concha",3586,266,154,2376,1110,2211,154,0.127272727272727,2110,7.93233082706767,1110,0.571687019448213,0.1260663507109
