"","colonia","pobtotn","p_60ymasn","p_65_masn","p_15ymasn","pob_014n","pob15_64n","pob65_masn","ienv","pob15a59","apoypot","pobmen15","indepdem","reladep"
"1","Los Ángeles",556,116,96,414,80,309,96,0.676056338028169,298,2.56896551724138,80,0.56957928802589,0.389261744966443
