"","colonia","pobtotn","p_60ymasn","p_65_masn","p_15ymasn","pob_014n","pob15_64n","pob65_masn","ienv","pob15a59","apoypot","pobmen15","indepdem","reladep"
"1","Magdalenas",4329,542,374,3105,1123,2721,374,0.305555555555556,2563,4.72878228782288,1123,0.550165380374862,0.211470932500975
