"","colonia","pobtotn","p_60ymasn","p_65_masn","p_15ymasn","pob_014n","pob15_64n","pob65_masn","ienv","pob15a59","apoypot","pobmen15","indepdem","reladep"
"1","Villas Las Margaritas",121,36,29,92,26,63,29,1,56,1.55555555555556,26,0.873015873015873,0.642857142857143
