"","colonia","pobtotn","p_60ymasn","p_65_masn","p_15ymasn","pob_014n","pob15_64n","pob65_masn","ienv","pob15a59","apoypot","pobmen15","indepdem","reladep"
"1","Rincón del Pedregal",1064,21,6,636,404,623,6,0.014018691588785,615,29.2857142857143,404,0.658105939004815,0.0341463414634146
