"","colonia","pobtotn","p_60ymasn","p_65_masn","p_15ymasn","pob_014n","pob15_64n","pob65_masn","ienv","pob15a59","apoypot","pobmen15","indepdem","reladep"
"1","La Libertad",427,47,27,299,124,265,27,0.2109375,252,5.36170212765957,124,0.569811320754717,0.186507936507937
