"","colonia","pobtotn","p_60ymasn","p_65_masn","p_15ymasn","pob_014n","pob15_64n","pob65_masn","ienv","pob15a59","apoypot","pobmen15","indepdem","reladep"
"1","Carmen Romano",3405,268,158,2432,960,2263,158,0.162384378211716,2164,8.07462686567164,960,0.49403446752099,0.123844731977819
