"","colonia","pobtotn","p_60ymasn","p_65_masn","p_15ymasn","pob_014n","pob15_64n","pob65_masn","ienv","pob15a59","apoypot","pobmen15","indepdem","reladep"
"1","Villa California",10553,661,390,7799,2488,7359,390,0.14161220043573,7138,10.7987897125567,2488,0.391085745345835,0.0926029700196133
