"","colonia","pobtotn","p_60ymasn","p_65_masn","p_15ymasn","pob_014n","pob15_64n","pob65_masn","ienv","pob15a59","apoypot","pobmen15","indepdem","reladep"
"1","Veinte de Noviembre",562,84,60,433,127,373,60,0.465116279069767,349,4.15476190476191,127,0.501340482573727,0.240687679083095
