"","colonia","pobtotn","p_60ymasn","p_65_masn","p_15ymasn","pob_014n","pob15_64n","pob65_masn","ienv","pob15a59","apoypot","pobmen15","indepdem","reladep"
"1","Esparza",1150,166,117,872,260,753,117,0.420863309352518,706,4.25301204819277,260,0.50066401062417,0.235127478753541
