"","colonia","pobtotn","p_60ymasn","p_65_masn","p_15ymasn","pob_014n","pob15_64n","pob65_masn","ienv","pob15a59","apoypot","pobmen15","indepdem","reladep"
"1","San Isidro",2412,538,362,1873,266,1500,362,0.671614100185529,1335,2.4814126394052,266,0.418666666666667,0.402996254681648
