"","colonia","pobtotn","p_60ymasn","p_65_masn","p_15ymasn","pob_014n","pob15_64n","pob65_masn","ienv","pob15a59","apoypot","pobmen15","indepdem","reladep"
"1","Primero de Mayo",2503,285,186,1804,687,1593,186,0.266094420600858,1519,5.32982456140351,687,0.548022598870056,0.187623436471363
