"","colonia","pobtotn","p_60ymasn","p_65_masn","p_15ymasn","pob_014n","pob15_64n","pob65_masn","ienv","pob15a59","apoypot","pobmen15","indepdem","reladep"
"1","Ex-Hacienda La Merced",86,18,11,63,17,50,11,0.478260869565217,45,2.5,17,0.56,0.4
