"","colonia","pobtotn","p_60ymasn","p_65_masn","p_15ymasn","pob_014n","pob15_64n","pob65_masn","ienv","pob15a59","apoypot","pobmen15","indepdem","reladep"
"1","Martínez Adame",638,114,89,497,137,407,89,0.631205673758865,383,3.35964912280702,137,0.555282555282555,0.297650130548303
