"","colonia","pobtotn","p_60ymasn","p_65_masn","p_15ymasn","pob_014n","pob15_64n","pob65_masn","ienv","pob15a59","apoypot","pobmen15","indepdem","reladep"
"1","Los Agaves",165,3,0,96,59,92,0,0,93,31,59,0.641304347826087,0.032258064516129
